TIME_PERIOD,geo,energy
2016,CH,1.52E+06
2016,TR,4.88E+06
2016,TW,2.81E+06
2016,NO,2.31E+06
2016,ID,1.03E+07
2016,ZA,3.04E+06
2016,WA,3.40E+07
2016,WL,2.06E+07
2016,WE,6.59E+06
2016,WF,3.12E+07
2016,WM,2.55E+07
2017,AT,1.25E+06
2017,BE,3.30E+06
2017,BG,6.15E+05
2017,CY,9.23E+04
2017,CZ,1.73E+06
2017,DE,1.28E+07
2017,DK,8.93E+05
2017,EE,3.63E+05
2017,ES,4.71E+06
2017,FI,9.78E+05
2017,FR,7.17E+06
2017,GR,1.54E+06
2017,HR,3.47E+05
2017,HU,1.16E+06
2017,IE,9.31E+05
2017,IT,1.03E+07
2017,LT,3.56E+05
2017,LU,3.68E+05
2017,LV,3.12E+05
2017,MT,2.07E+05
2017,NL,4.04E+06
2017,PL,4.23E+06
2017,PT,9.41E+05
2017,RO,1.76E+06
2017,SE,1.62E+06
2017,SI,3.47E+05
2017,SK,1.71E+06
2017,GB,7.72E+06
2017,US,9.97E+07
2017,JP,1.76E+07
2017,CN,1.21E+08
2017,CA,1.36E+07
2017,KR,1.22E+07
2017,BR,1.26E+07
2017,IN,4.75E+07
2017,MX,6.55E+06
2017,RU,1.74E+07
2017,AU,1.51E+07
2017,CH,1.55E+06
2017,TR,5.95E+06
2017,TW,3.02E+06
2017,NO,2.46E+06
2017,ID,1.17E+07
2017,ZA,3.64E+06
2017,WA,3.82E+07
2017,WL,2.30E+07
2017,WE,1.07E+07
2017,WF,3.15E+07
2017,WM,2.90E+07
2018,AT,1.46E+06
2018,BE,3.37E+06
2018,BG,6.39E+05
2018,CY,1.02E+05
2018,CZ,2.07E+06
2018,DE,1.47E+07
2018,DK,1.10E+06
2018,EE,4.25E+05
2018,ES,5.17E+06
2018,FI,1.18E+06
2018,FR,8.54E+06
2018,GR,2.13E+06
2018,HR,4.05E+05
2018,HU,1.62E+06
2018,IE,1.22E+06
2018,IT,1.36E+07
2018,LT,4.51E+05
2018,LU,4.06E+05
2018,LV,3.08E+05
2018,MT,2.26E+05
2018,NL,4.46E+06
2018,PL,4.72E+06
2018,PT,1.02E+06
2018,RO,2.12E+06
2018,SE,1.87E+06
2018,SI,3.84E+05
2018,SK,1.99E+06
2018,GB,9.55E+06
2018,US,9.67E+07
2018,JP,2.05E+07
2018,CN,1.65E+08
2018,CA,1.27E+07
2018,KR,1.38E+07
2018,BR,1.22E+07
2018,IN,5.07E+07
2018,MX,1.06E+07
2018,RU,1.61E+07
2018,AU,1.70E+07
2018,CH,1.48E+06
2018,TR,5.72E+06
2018,TW,3.79E+06
2018,NO,3.12E+06
2018,ID,1.38E+07
2018,ZA,4.26E+06
2018,WA,4.98E+07
2018,WL,2.21E+07
2018,WE,1.13E+07
2018,WF,3.22E+07
2018,WM,3.26E+07
2019,AT,1.41E+06
2019,BE,2.88E+06
2019,BG,1.06E+06
2019,CY,9.91E+04
2019,CZ,2.09E+06
2019,DE,1.36E+07
2019,DK,1.01E+06
2019,EE,3.57E+05
2019,ES,4.85E+06
2019,FI,1.04E+06
2019,FR,8.13E+06
2019,GR,1.91E+06
2019,HR,4.06E+05
2019,HU,1.62E+06
2019,IE,1.61E+06
2019,IT,1.23E+07
2019,LT,3.32E+05
2019,LU,4.10E+05
2019,LV,2.97E+05
2019,MT,2.11E+05
2019,NL,4.24E+06
2019,PL,4.82E+06
2019,PT,9.88E+05
2019,RO,1.74E+06
2019,SE,1.73E+06
2019,SI,4.06E+05
2019,SK,1.86E+06
2019,GB,8.98E+06
2019,US,1.07E+08
2019,JP,1.98E+07
2019,CN,1.47E+08
2019,CA,1.22E+07
2019,KR,1.35E+07
2019,BR,1.17E+07
2019,IN,5.13E+07
2019,MX,1.66E+07
2019,RU,1.64E+07
2019,AU,1.64E+07
2019,CH,1.50E+06
2019,TR,5.46E+06
2019,TW,3.95E+06
2019,NO,1.92E+06
2019,ID,1.26E+07
2019,ZA,3.68E+06
2019,WA,4.51E+07
2019,WL,2.09E+07
2019,WE,1.16E+07
2019,WF,3.43E+07
2019,WM,3.14E+07
2020,AT,1.49E+06
2020,BE,3.19E+06
2020,BG,6.74E+05
2020,CY,1.04E+05
2020,CZ,2.19E+06
2020,DE,1.46E+07
2020,DK,1.05E+06
2020,EE,3.80E+05
2020,ES,5.12E+06
2020,FI,1.07E+06
2020,FR,8.22E+06
2020,GR,2.12E+06
2020,HR,4.42E+05
2020,HU,1.61E+06
2020,IE,1.72E+06
2020,IT,1.29E+07
2020,LT,3.64E+05
2020,LU,4.71E+05
2020,LV,3.00E+05
2020,MT,2.20E+05
2020,NL,4.55E+06
2020,PL,4.62E+06
2020,PT,1.04E+06
2020,RO,2.03E+06
2020,SE,1.79E+06
2020,SI,3.85E+05
2020,SK,1.94E+06
2020,GB,9.34E+06
2020,US,1.06E+08
2020,JP,2.05E+07
2020,CN,1.76E+08
2020,CA,1.16E+07
2020,KR,1.37E+07
2020,BR,1.20E+07
2020,IN,5.52E+07
2020,MX,1.61E+07
2020,RU,1.66E+07
2020,AU,1.53E+07
2020,CH,1.58E+06
2020,TR,6.37E+06
2020,TW,4.19E+06
2020,NO,1.90E+06
2020,ID,1.33E+07
2020,ZA,4.06E+06
2020,WA,4.91E+07
2020,WL,2.07E+07
2020,WE,1.25E+07
2020,WF,3.49E+07
2020,WM,3.66E+07
2021,AT,1.44E+06
2021,BE,3.19E+06
2021,BG,4.67E+05
2021,CY,2.18E+04
2021,CZ,1.84E+06
2021,DE,1.50E+07
2021,DK,9.40E+05
2021,EE,2.42E+05
2021,ES,5.31E+06
2021,FI,9.62E+05
2021,FR,8.64E+06
2021,GR,1.65E+06
2021,HR,2.98E+05
2021,HU,1.59E+06
2021,IE,1.89E+06
2021,IT,1.38E+07
2021,LT,2.71E+05
2021,LU,3.96E+05
2021,LV,1.75E+05
2021,MT,4.59E+04
2021,NL,4.84E+06
2021,PL,4.92E+06
2021,PT,8.95E+05
2021,RO,1.82E+06
2021,SE,1.72E+06
2021,SI,2.75E+05
2021,SK,1.62E+06
2021,GB,9.83E+06
2021,US,1.00E+08
2021,JP,2.19E+07
2021,CN,1.83E+08
2021,CA,1.33E+07
2021,KR,1.39E+07
2021,BR,1.33E+07
2021,IN,5.91E+07
2021,MX,1.51E+07
2021,RU,1.85E+07
2021,AU,1.76E+07
2021,CH,1.78E+06
2021,TR,6.22E+06
2021,TW,3.55E+06
2021,NO,1.73E+06
2021,ID,1.34E+07
2021,ZA,3.67E+06
2021,WA,5.19E+07
2021,WL,1.96E+07
2021,WE,1.12E+07
2021,WF,3.52E+07
2021,WM,3.52E+07
